A_A,B_A,C_A,D_A,E_A,F_A,G_A,H_A,I_A,A_B,B_B,C_B,D_B,E_B,F_B,G_B,H_B,I_B,A_C,B_C,C_C,D_C,E_C,F_C,G_C,H_C,I_C,A_D,B_D,C_D,D_D,E_D,F_D,G_D,H_D,I_D
87999,17932,17640,29632,49383,38245,45174,52070,84480,7958,99139,45811,15375,85344,67125,24658,38535,38943,8364,56397,55187,54740,53013,88149,61,3660,27765,56086,53648,48908,36872,51287,1010,47185,1880,11447
92388,13358,55452,28364,13935,77121,92099,99835,82038,96486,33698,13302,31819,41373,24979,39328,40109,80207,88228,87936,58997,5433,55801,80209,49590,38413,84106,52766,35222,44353,99798,2631,69613,52610,59520,8531
34973,2278,88891,48073,28061,88229,31781,75443,82789,24054,14365,45499,36074,76903,81362,75466,37277,41112,37800,159,34502,94628,76216,70121,23647,24119,26049,33529,84370,72355,85347,18870,3103,458,68508,4033
6855,51598,78027,97740,9786,41761,41497,16857,92753,95814,36711,44321,32884,88548,12256,57431,92560,33487,25665,39503,40662,44383,22382,61773,31706,94460,82135,9572,82077,31905,83105,14390,93530,29642,10588,24461
57046,31213,80375,75660,47704,75903,38936,473,69422,17985,88431,64488,60051,53837,77115,23361,65774,3682,85712,64732,10303,99513,17081,99076,43196,94172,89721,51205,84769,48144,47559,23421,4396,33388,92929,59601
73253,69100,63406,55578,43275,45283,79250,69281,53963,75617,81467,47478,93699,91819,93790,27711,19199,90109,67560,2482,48296,95988,52434,21982,18023,22196,34772,31124,82100,26783,39048,88424,85673,96471,32611,37368
32125,6187,39558,45555,81655,93528,4147,9086,70930,4026,1646,41873,945,68011,21493,48841,25052,31300,13788,12759,28058,83521,13660,5501,83778,83068,10605,19117,85566,1156,16795,30696,34377,67402,33686,48117
43309,84175,49714,47966,91791,2346,96321,47568,90264,16707,74491,97425,83730,33681,47394,23387,81817,7637,26915,5938,14707,6201,43310,33275,68055,46813,66195,15188,46386,84076,82636,51598,72167,83464,926,48222
48325,7422,84676,85829,86405,60355,84912,71106,9850,44324,72772,68599,46182,29263,19949,13897,65108,52263,34079,45694,6217,22507,95837,22532,11343,17315,53480,1570,10052,42750,47210,60851,30468,93585,67677,19979
38081,45385,91189,25388,71658,25642,43322,97231,96601,56971,97045,91997,72325,82683,11361,83274,32924,38810,19382,1939,90266,33099,64476,51736,47902,7892,60241,31465,86912,34507,43674,60264,61259,77794,4814,8007
85560,3815,14839,57835,54602,53534,93009,67794,60961,70772,60038,33349,89267,38794,40646,80599,31216,76291,18723,10929,12450,65052,45214,83128,46670,44567,17749,19567,60162,50421,27747,12563,95457,85137,77547,41997
56242,31639,54655,38039,21049,56385,41747,70427,68754,37186,7889,28191,215,25839,89517,35713,70345,25156,8747,69782,46566,43542,31652,82677,43696,83034,28538,55070,27274,57884,70502,60042,15991,99951,23129,26770
85856,63190,98131,1653,72076,89085,85888,49687,32844,43667,13051,83447,63364,22345,11258,70251,34890,52699,66207,31032,74069,5516,82985,77130,51859,12685,52163,67043,32043,92557,98830,66844,87504,60547,34921,59882
53265,56079,60595,69149,49953,32619,81393,7294,82845,1464,35270,91187,78778,80268,36537,90947,57564,79725,67354,94588,35242,70651,96004,85894,29578,66143,31951,4371,65998,89509,53596,21451,49305,30640,64642,5151
82121,41611,68772,9124,42446,37089,58774,61901,28979,31916,11371,18533,66596,19987,28037,82455,97092,83969,43462,11624,87995,72936,60890,40475,6709,92953,35811,41502,29878,53843,2560,42250,81352,68320,13973,99701
31917,60947,48963,40049,33886,96008,53204,44094,64163,67628,17586,8707,21410,51308,99124,63788,35003,23926,93855,74254,2255,44747,37190,49995,83653,46785,17680,87374,82484,71699,85203,71495,62287,55335,16446,38986
12730,86835,44174,46062,92353,18721,37074,98632,3632,58966,47869,36290,77146,11,23712,99566,98396,22975,30834,94015,72722,38140,10570,91824,24747,19068,19540,91890,56142,58381,69401,67500,76090,72494,68313,83731
58940,88191,74558,21788,21850,58293,4397,50958,14434,27217,50007,95330,63355,14726,2437,11553,18985,91221,6176,47754,63620,58265,15055,82111,76628,98103,90327,5,69935,18398,25725,34034,89301,64633,43537,12960
41678,27592,42963,1302,3854,6686,48168,19544,78239,66903,54183,83708,95842,64568,85967,72034,77583,76329,31694,89608,65613,46678,79010,716,62630,70140,74933,63325,63237,26691,19877,42630,88613,69338,52699,26420
8484,46504,90247,10803,8883,22841,14398,19337,96996,53879,2631,71999,14148,17078,90112,19000,85659,60945,17891,65679,54522,57613,83937,63988,95376,76324,10288,54439,43470,96122,21726,66692,1040,76494,22499,31925
73699,97979,30926,11632,80833,23428,511,9347,36371,88198,77410,58986,55510,44607,41256,99264,47594,83042,14934,97207,74933,76345,78661,9907,52330,2008,43698,82905,10435,36134,58980,55953,88597,21734,7779,73817
9526,55793,75886,64113,14845,34228,46967,23422,41529,90002,10560,1306,91871,60367,67318,6166,3707,45826,11345,98668,36109,91513,31167,95824,10012,72978,40896,45974,95156,14770,46818,40075,37500,70005,54361,1943
39109,62299,64013,66815,31209,71498,94881,56555,95740,30440,56901,17908,55559,93593,31579,64301,51819,15889,21615,94008,7986,62570,8568,83813,34199,15939,40740,14807,55577,98661,61213,93172,63937,61914,84015,49387
15352,51192,3066,92640,96329,18174,10701,28411,80900,22723,50372,36178,87515,10660,65918,9601,37365,57734,87249,74906,88626,12566,55393,5329,99818,81805,57873,49950,92866,35472,78452,29099,22604,65491,10854,53199
38775,51638,9847,44077,2494,52163,95079,16336,76851,9887,26024,7097,39671,69752,14390,92878,26249,26869,44750,36217,93045,50779,96148,39137,48604,41827,11938,79675,39704,38718,83289,6649,62789,46428,70838,26644
51678,42191,18533,31343,70915,49384,19695,3351,60116,54594,39386,1325,99571,19331,30974,78499,74891,64833,74754,36334,59300,50001,33206,94520,64037,96110,19337,2917,89961,67565,76782,21097,55114,38921,37766,26794
65523,95544,44094,91092,66217,77741,62831,22707,59396,76036,15538,37605,73004,63504,2510,22720,59966,5276,85091,71191,95413,42375,81161,35100,4155,63178,36484,28638,22944,19077,71331,26253,51252,80486,48566,7847
38568,89756,9548,19483,1613,58082,70658,64970,32941,65789,99218,93907,72810,21240,39054,79962,30476,17493,26360,1494,66954,76650,60410,29886,29297,50373,6879,76850,80288,19994,93444,56582,21512,18004,32309,89250
85015,44904,28987,54362,1608,89739,14480,7313,56660,95825,41175,16941,95484,99566,18658,26988,14900,59032,80121,42264,6594,21335,34867,84708,78026,6380,10304,26101,82226,20427,23492,88105,64303,62551,61810,67946
962,48977,41544,60351,37938,50588,2732,50041,29146,81296,60273,28116,72661,17270,50428,82563,36310,82276,16081,47407,89931,75521,33653,60924,93519,99519,35877,76095,66492,76170,65141,29864,43474,12263,99527,42305
89570,72114,9975,89812,21155,49082,88256,91738,16118,82011,74856,66044,44552,65820,17122,38928,90246,58500,88047,77734,33507,51817,42414,84694,6452,23132,3335,36269,93809,9078,6373,86464,63143,40619,99769,90467
42329,56564,20216,48167,72130,26320,49801,70668,61767,2095,80355,33553,52160,79640,31171,58679,57140,13122,10608,8120,27394,92605,39064,34778,30848,58364,6561,60368,29189,42583,94079,7581,20487,56666,8486,67248
86181,22113,59647,54804,32587,33867,7573,18716,76850,48532,36351,69916,60354,55013,7555,39740,48049,68219,34578,37267,34918,45965,67405,94520,26583,95059,86994,65981,25323,73316,42072,49953,6218,20054,53780,29776
4181,31940,90055,78237,22509,14416,43150,42015,26277,73565,28355,36668,66516,97370,72863,23649,96995,63823,79911,43010,91215,57316,85168,65050,46644,41832,91629,2018,324,41697,53658,92136,36435,27802,89634,9210
39673,68193,15997,24939,39522,51424,71302,6689,56397,70439,15823,38791,33015,99529,61837,8732,14111,29404,88965,96556,74728,89662,69325,42708,93855,54687,43679,89547,68676,60432,57536,61548,72841,31145,24747,1416
95078,84218,35012,58123,60759,31968,81123,4654,54242,13722,54267,97511,98251,97100,49371,47603,11809,28776,51455,4606,44230,40462,58391,80472,62188,29117,36308,55609,8443,28765,73409,31870,33684,54101,8183,88608
12295,3330,69155,44374,84960,79663,3297,10933,95233,62211,15021,35568,14288,82604,74663,23236,76691,1514,28005,82559,13138,91384,36443,9610,50968,70061,38565,15572,42653,99949,61650,61673,61461,40363,40330,41146
38032,25976,88357,12025,55124,21733,57352,23317,26444,41899,32635,8256,33956,39334,18902,28013,19322,66450,81141,85138,85676,32466,3583,40871,28770,14297,33882,15672,29108,15324,42692,39161,15902,68057,39583,90526
47063,14240,57405,5222,37186,89811,59555,7092,7262,278,91,76773,72727,57062,88712,90310,93327,3174,47142,73955,29184,51229,34,63828,38897,20799,14185,96831,99187,15876,47281,14561,70429,84338,48322,51034
27682,74537,14689,75905,89836,83638,58772,40630,63722,66622,58872,23289,16958,48702,54169,28230,74389,12696,11615,60502,38181,54641,97934,46926,68593,580,47412,93644,58211,3003,88517,51363,57363,95827,49048,22300
32987,30406,10661,67763,97501,8599,67090,66587,58824,21082,9070,90454,94314,6280,81093,79820,46223,10116,93905,92589,54354,5951,64364,9768,96738,76801,34326,45092,52847,75687,37775,47098,31152,5339,26928,85444
71596,74145,12237,88867,66109,49699,60899,31400,56097,11048,74264,1417,46759,34539,56456,7247,48031,20940,32865,35204,11537,79044,60029,84562,56990,4781,36262,65177,55387,44937,47257,63762,19693,58379,77001,9531
60546,38848,64083,43733,70772,64758,87551,71502,27860,46365,51895,56133,96696,10127,49803,44400,25553,92312,87640,87889,85048,75323,86591,16184,90978,31686,20907,14867,41903,33007,51293,43718,26805,92634,36722,84358
22706,98736,79197,69946,86119,18901,36881,71095,41557,76519,93655,41503,84875,4446,26371,26685,23894,11062,96561,40461,52825,84745,42510,57546,8783,77381,2898,38888,6303,2676,95241,70181,2747,65240,77224,19513
79184,95850,52683,88660,72773,33251,40940,58056,32093,67385,53979,74281,78945,40692,18534,63976,14421,61464,94455,35393,78172,8897,32028,86081,58389,14932,31593,51319,74875,215,47642,57969,37958,76393,69858,94586
81765,38897,91608,99680,1924,48045,82547,84852,14514,82658,62632,23662,75357,52472,31136,68077,52572,2301,6240,78755,60795,83048,36725,12249,4502,99617,96720,4746,18496,22976,60192,59269,7066,77977,92558,8299
70309,91728,64960,83068,16137,63874,15695,89633,24977,97561,86045,6629,15038,81573,89567,83865,27069,66015,58796,95318,59951,53317,73420,6075,90720,45625,29734,97850,44661,98566,37960,35137,98398,48992,17421,46203
16866,37969,32594,68736,5352,97296,4284,51302,34418,11190,17617,69098,86533,22133,26719,21781,9928,41656,7081,78662,29957,73851,41744,73853,62739,34334,13001,89110,45117,67441,67620,59133,13818,19254,24444,34747
5452,57914,36906,34651,13036,1977,91756,99172,52616,32172,76523,32324,98610,60627,60921,22400,51289,2529,10274,74907,38230,33424,98629,79752,64843,45110,40958,33288,20077,24718,94745,78704,54546,5126,47291,45919
15577,3587,36163,42581,61241,28599,13057,33157,42478,32575,66058,48386,48192,46067,46872,58872,53321,42522,60780,39566,74295,52708,57312,18365,85869,78054,68007,87482,84135,20649,82777,71758,93726,95461,66396,88158
67906,21168,39302,12970,37010,35045,57820,88261,56579,75014,80279,28574,13122,548,98677,35796,51751,40327,66930,85337,48713,53937,94883,83999,71966,91139,80811,89403,99855,86778,38287,29698,94425,61761,37370,22280
56974,36402,49647,51034,72781,62438,45771,2964,23632,51898,27603,9876,53890,99016,33390,93111,83751,92223,916,10108,90916,67212,90705,77062,16558,72980,17727,80573,4131,31917,96558,88453,20379,79355,46554,21659
38518,58489,18777,6130,60933,31350,2129,45208,74935,52536,18347,84912,63338,61798,83008,43152,59841,18234,2955,20988,84041,16808,80304,40787,38872,33306,31300,61806,94935,99430,90853,63796,43775,53889,50462,43807
34963,51428,93149,38043,24596,61437,65162,53779,49437,85063,68532,12959,60120,67499,39064,85940,12092,17978,9884,26621,57717,60299,66253,54709,77810,27757,87034,35529,71400,22192,19741,77873,60719,69658,68159,81754
10157,54925,596,22732,28027,72284,9318,38589,34723,13108,95252,28152,19444,7084,26725,12821,78600,26912,62430,88834,81777,34666,93023,83893,37538,24321,62114,79452,5295,34186,340,15034,299,29333,15825,40390
42685,32608,73371,15086,79737,92634,93348,28547,99377,4662,60367,96453,55625,87331,4134,60629,98002,26071,80729,80289,18201,68139,60132,90822,42574,88121,19605,77091,1870,97009,52043,81300,48481,86238,81664,9284
68721,12086,11852,37195,12429,77074,76140,33586,26721,45642,26761,11267,86116,5232,33662,96826,97909,23730,92429,38040,69827,1510,41689,99226,66874,56652,52580,40671,12172,38974,74846,90274,3163,94295,93288,8780
78689,57746,49618,96321,25614,67840,60863,21635,8938,42189,20063,58860,1166,43654,1480,50236,24007,29804,55567,21763,53534,22941,8513,77312,32963,94399,47378,50474,86666,65674,47199,2675,76979,12684,16131,67040
83040,13080,72153,6431,14026,90930,33674,52888,9558,40689,56048,77135,19249,43506,29630,14853,38959,26790,29134,42471,86255,41226,92982,22964,12689,25834,46357,91881,24399,33507,80565,44215,37998,28624,32076,29750
22165,47792,8502,16819,61610,5073,56856,6994,2566,18385,82820,65018,29074,34649,81948,28402,10566,65992,60264,12785,51416,77247,31257,79743,4622,3678,62452,7587,14815,72408,99016,54642,12563,24989,65994,2573
79072,19514,87446,88276,95601,56594,18657,57594,97944,7308,38301,11134,98431,85621,8628,13411,64234,62110,86523,79575,12586,78599,15272,45673,386,98728,73895,47674,42523,52880,7055,17414,92084,13021,98982,46580
77538,14713,17162,70776,66597,28062,23588,52501,12937,56422,56088,58733,31670,36183,33705,23470,71894,63743,98089,8386,53378,6567,2366,97979,37922,99003,67062,89811,46508,62568,47835,13178,72290,15506,81302,78803
86559,17232,43151,88592,17043,73452,94938,55920,10279,30335,56965,24047,88684,80535,56154,50072,81262,33400,67339,36672,370,22694,2011,82600,60986,4112,80192,73753,72725,28650,57981,62754,20659,95030,79048,36778
98837,72728,747,64255,93870,40599,90806,33084,9027,59019,41194,203,49283,97905,97650,91504,26793,31531,98758,67241,76741,76380,31111,32224,73700,58010,96706,77359,82750,6140,6435,99090,30719,17085,59479,14219
57102,56236,25260,70177,42732,35047,34382,86963,87360,82212,71072,31012,38379,42116,50480,66434,11861,1459,22943,31480,58850,20822,47902,12481,58549,46570,85094,88338,67164,98471,43000,9590,1595,37263,51749,74894
73898,57875,78547,24167,31714,43623,37488,3158,69048,77670,60121,85019,34467,47718,83601,66675,39395,37834,66038,47540,20646,57403,43019,55511,30704,33346,54102,45237,93639,84139,26153,28879,89807,98297,85703,99573
3213,70831,81242,15786,30953,55459,49873,16999,23160,61365,47864,66435,92896,52354,84791,44264,72712,54182,2293,72289,47181,48922,81716,53037,75402,39844,95338,55243,73552,11995,66791,97496,85975,6015,18264,24683
36163,77278,94973,87055,95081,50562,93140,93590,253,26903,67530,70907,62923,55562,50536,60283,12719,16547,38934,45295,27702,94889,94208,56802,60289,69677,63669,88478,68984,35329,21743,89879,39488,69774,68010,21261
69571,98820,73648,32810,57526,19705,8585,15720,85974,16638,67944,18127,11186,65423,10123,1143,77130,629,72887,23436,14007,26261,8524,23851,72896,99920,36003,58281,2639,50800,7010,14558,38682,17125,77712,19319
5087,10794,16797,38947,74565,41728,99000,68418,52646,95005,15097,74425,24470,17124,92831,18624,94982,63130,90797,78676,64152,62714,38589,22486,26555,35346,75911,98686,29047,46981,653,95504,51181,14388,31612,95829
22806,54586,82262,53440,63681,40435,76821,84046,95723,90559,4660,19380,62231,65031,12646,92157,25138,93388,85890,58882,15681,2716,45149,49322,83878,15754,67262,7786,10212,56697,26426,72389,90942,85316,55338,95729
90147,61859,11417,58284,46503,22919,3819,92601,76027,16208,41303,99012,10039,50754,66531,82265,50265,61971,60542,22160,9641,58172,64632,38859,5289,51796,12141,75421,68820,99205,97111,11802,51672,17023,96059,72520
20979,42909,6657,94496,72304,14722,52216,56061,8458,13463,2062,56910,29716,42510,85632,86057,11900,59162,61608,42914,6499,91752,66560,44778,26673,15776,46495,11158,23700,44187,99471,85191,72659,76486,79717,85798
80285,61774,86406,35476,25365,1206,80641,60,50827,35246,27013,94648,47806,54982,8527,70143,48933,27882,33199,10500,31131,16242,37434,16790,2084,80583,61832,61262,6453,6226,83535,27225,31138,36764,21837,57802
85356,92436,56486,19054,50446,51744,969,61704,56813,45854,46088,96340,48614,89566,32512,96174,795,47873,25827,95354,36956,27731,4684,77190,14673,42378,47880,99950,1006,25419,45339,15596,90586,5409,85451,12618
14892,93746,85523,14598,33623,36554,86175,17187,280,92480,68379,63784,92147,76832,1902,79987,61927,91844,12211,33129,71969,25214,62482,66667,4818,99121,218,28774,69149,14833,81262,74596,4709,82258,35561,88629
62917,65646,85497,45383,84831,71970,8747,77599,88435,24578,1808,55619,8081,19583,83560,96458,58278,9847,17621,31086,18320,18876,34592,41815,45209,70085,55671,38839,22583,93172,76272,18770,993,96720,2810,10193
37541,67770,87448,23848,61181,19500,65186,33438,62230,10504,16445,78403,53761,13838,9058,33816,8674,69963,95918,71131,96381,98250,97873,91360,81648,55793,32904,70006,98000,28123,9033,9774,19225,93663,43186,69492
44059,22625,99185,26332,68186,47200,77377,74636,68965,59525,22214,95215,71306,89219,7914,48957,10365,43612,29,11412,50623,28796,76670,69678,10139,51862,28081,10953,63032,75502,80334,14994,30529,88907,87100,27630
23307,43903,87386,69242,41675,34957,51090,8499,43846,28843,91749,18318,62883,66792,69540,65381,88205,28704,35719,54172,20842,2348,47665,13359,78854,25377,67070,13280,72488,19074,56950,3193,68747,13057,5003,56996
15956,64242,49399,48139,15643,38155,37493,39625,40742,76221,30597,94727,73312,25541,81886,64015,70634,8992,74241,89049,26293,76099,71910,48611,99774,28864,82226,3724,35479,55827,62272,95865,69175,33060,3969,38856
15866,75814,52325,33734,15233,12831,84696,44785,48044,43948,71736,58997,70251,69426,1699,13028,3366,35141,84456,35154,22597,22637,68093,10228,92255,79669,96803,69799,17372,17082,2010,40311,87521,70307,2326,6443
65302,20948,74190,77895,63134,527,46810,61978,69752,39819,6445,29940,2723,49159,61725,37238,75353,17275,71371,81614,46304,98773,46199,91519,36001,2292,58841,33738,72439,49399,73082,93219,69129,29150,70920,80368
46582,86027,69479,67185,95185,39558,56316,33849,7158,45128,39024,26766,85668,59159,70785,77062,65005,63184,60339,91445,81510,31645,67137,80537,87893,12080,20837,52123,76120,44116,80720,75642,34714,3918,64417,58276
62354,80935,39248,45,17093,64002,52310,87090,15770,55436,76036,93214,87461,47460,67531,92974,16287,67470,36156,60517,75850,30666,68467,32574,42091,49752,5038,46391,94821,79666,58138,11147,88411,43905,73893,15372
